year;country_id;income_group;ease_of_doing_business_rank;ease_of_doing_business_score;rank_starting_a_business;score_starting_a_business;procedures___men;score_procedures___men;time___men;score_time___men;cost___men;score_cost___men;procedures___women;score_procedures___women;time___women;score_time___women;cost___women;score_cost___women;paid_in_minimum_capital;score_paid_in_minimum_capital;rank_dealing_with_construction_permits;score_dealing_with_construction_permits;procedures;score_procedures;time;score_time;cost;score_cost;building_quality_control_index;score_building_quality_control_index;quality_of_building_regulations_index;quality_control_before_construction_index;quality_control_during_construction_index;quality_control_after_construction_index;liability_and_insurance_regimes_index;professional_certifications_index;rank_getting_electricity;score_getting_electricity;procedures_.1;score_procedures_.1;time_.1;score_time_.1;reliability_of_supply_and_transparency_of_tariff_index;score_reliability_of_supply_and_transparency_of_tariff_index;total_duration_and_frequency_of_outages_per_customer_a_year;mechanisms_for_monitoring_outages;mechanisms_for_restoring_service;regulatory_monitoring;financial_deterrents_aimed_at_limiting_outages;communication_of_tariffs_and_tariff_changes;system_average_interruption_duration_index;system_average_interruption_frequency_index;minimum_outage_time;price_of_electricity;rank_registering_property;score_registering_property;procedures_.2;score_procedures_.2;time_.2;score_time_.2;quality_of_land_administration_index;score_quality_of_land_administration_index;reliability_of_infrastructure_index;transparency_of_information_index;geographic_coverage_index;land_dispute_resolution_index;equal_access_to_property_rights_index;rank_getting_credit;score_getting_credit;strength_of_legal_rights_index;score_strength_of_legal_rights_index;depth_of_credit_information_index;score_depth_of_credit_information_index;getting_credit_total_score;credit_registry_coverage;credit_bureau_coverage;rank_protecting_minority_investors;score_protecting_minority_investors;extent_of_disclosure_index;score_extent_of_disclosure_index;extent_of_director_liability_index;score_extent_of_director_liability_index;ease_of_shareholder_suits_index;score_ease_of_shareholder_suits_index;strength_of_investor_protection_index;extent_of_shareholder_rights_index;score_extent_of_shareholder_rights_index;extent_of_ownership_and_control_index;score_extent_of_ownership_and_control_index;extent_of_corporate_transparency_index;score_extent_of_corporate_transparency_index;strength_of_minority_investor_protection_index;rank_paying_taxes;score_paying_taxes;payments;score_payments;total_tax_and_contribution_rate;score_total_tax_and_contribution_rate;profit_tax;labor_tax_and_contributions;other_taxes;time_to_comply_with_vat_refund;score_time_to_comply_with_vat_refund;time_to_obtain_vat_refund;score_time_to_obtain_vat_refund;time_to_comply_with_a_corporate_income_tax_correction;score_time_to_comply_with_a_corporate_income_tax_correction;time_to_complete_a_corporate_income_tax_correction;score_time_to_complete_a_corporate_income_tax_correction;score_postfiling_index;rank_trading_across_borders;score_trading_across_borders;time_to_export:_documentary_compliance;score_time_to_export:_documentary_compliance;time_to_import:_documentary_compliance;score_time_to_import:_documentary_compliance;time_to_export:_border_compliance;score_time_to_export:_border_compliance;time_to_import:_border_compliance;score_time_to_import:_border_compliance;cost_to_export:_documentary_compliance;score_cost_to_export:_documentary_compliance;cost_to_import:_documentary_compliance;score_cost_to_import:_documentary_compliance;cost_to_export:_border_compliance;score_cost_to_export:_border_compliance;cost_to_import:_border_compliance;score_cost_to_import:_border_compliance;documents_to_export;score_documents_to_export;documents_to_import;score_documents_to_import;cost_to_export;score_cost_to_export;cost_to_import;score_cost_to_import;time_to_export;score_time_to_export;time_to_import;score_time_to_import;rank_enforcing_contracts;score_enforcing_contracts;time_.3;score_time_.3;filing_and_service;trial_and_judgment;enforcement_of_judgment;attorney_fees;court_fees;enforcement_fees;quality_of_judicial_processes_index;score_quality_of_judicial_processes_index;court_structure_and_proceedings;case_management;court_automation;alternative_dispute_resolution;rank_resolving_insolvency;score_resolving_insolvency;outcome;recovery_rate;score_recovery_rate;strength_of_insolvency_framework_index;score_strength_of_insolvency_framework_index;commencement_of_proceedings_index;management_of_debtors_assets_index;reorganization_proceedings_index;creditor_participation_index
2019;192;Upper middle income;;62,1;;92,6;4.0;82.35294;9.0;91.45729;7.2;96.42417;4.0;82.35294;9.0;91.45729;7.2;96.42417;0.0;100.0;;68,8;18;48.0;57;91.06628;.8;96.03798;6;40.0;1;1;0;0;0;4;;79,7;4;83.33333;34;93.04348;4;50.0;0;1;1;1;0;1;16.08;15.9;5;39.1;;69,1;5;66.66667;15;93.30144;12.5;41.66667;6;1.5;0;5;0;;45,0;;;;;;0.0;0.0;;40,0 ;5.0;50;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;20.0;;75,7;37;43.33333;19.3;100.0;10.9;8.5;0;10;80;14.04762;79.05865;8.5;87.15596;0;100;86.55365;;57,8;24;86.39053;24.5;90.16736;51;68.55346;84;70.2509;180;55.0;230;67.14286;1400;0.0;900;25.0;;;;;;;;;;;;;;58,6;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;5.5;30.55556;2.5;0.0;0.5;2.5;;33,4;0;18.6;20.01959;7.5;46.875;2.5;3.0;1.0;1
2018;192;Upper middle income;;62,1;;92,5;4.0;82.35294;9.0;91.45729;7.3;96.34836;4.0;82.35294;9.0;91.45729;7.3;96.34836;0.0;100.0;;68,8;18;48.0;57;91.06628;.8;95.95398;6;40.0;1;1;0;0;0;4;;79,7;4;83.33333;34;93.04348;4;50.0;0;1;1;1;0;1;25.25;20;5;36.7;;69,1;5;66.66667;15;93.30144;12.5;41.66667;6;1.5;0;5;0;;45,0;;;;;;0.0;0.0;;40,0 ;5.0;50;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;20.0;;75,7;37;43.33333;19.3;100.0;10.9;8.5;0;10;80;14.04762;79.05865;8.5;87.15596;0;100;86.55365;;57,8;24;86.39053;24.5;90.16736;51;68.55346;84;70.2509;180;55.0;230;67.14286;1400;0.0;900;25.0;;;;;;;;;;;;;;58,6;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;5.5;30.55556;2.5;0.0;0.5;2.5;;33,4;0;18.5;19.88863;7.5;46.875;2.5;3.0;1.0;1
2017;192;Upper middle income;;60,0;;92,5;4.0;82.35294;9.0;91.45729;7.7;96.15299;4.0;82.35294;9.0;91.45729;7.7;96.15299;0.0;100.0;;68,7;18;48.0;57;91.06628;.9;95.73752;6;40.0;1;1;0;0;0;4;;79,6;4;83.33333;34;93.04348;4;50.0;0;1;1;1;0;1;25.25;20;5;37.1;;69,1;5;66.66667;15;93.30144;12.5;41.66667;6;1.5;0;5;0;;25,0;;;;;;0.0;0.0;;40,0 ;5.0;50;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;20.0;;75,7;37;43.33333;18.5;100.0;11.2;7.3;0;10;80;14.04762;79.05865;8.5;87.15596;0;100;86.55365;;57,8;24;86.39053;24.5;90.16736;51;68.55346;84;70.2509;180;55.0;230;67.14286;1400;0.0;900;25.0;;;;;;;;;;;;;;58,6;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;5.5;30.55556;2.5;0.0;0.5;2.5;;33,3;0;18.4;19.79057;7.5;46.875;2.5;3.0;1.0;1
2016;192;Upper middle income;;60,2;;92,5;4.0;82.35294;9.0;91.45729;8.0;96.01436;4.0;82.35294;9.0;91.45729;8.0;96.01436;0.0;100.0;;68,7;18;48.0;57;91.06628;.9;95.58391;6;40.0;1;1;0;0;0;4;;79,7;4;83.33333;34;93.04348;4;50.0;0;1;1;1;0;1;25.25;25;5;41.3;;69,1;5;66.66667;15;93.30144;12.5;41.66667;6;1.5;0;5;0;;25,0;;;;;;0.0;0.0;;40,0 ;5.0;50;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;20.0;;75,7;37;43.33333;18.1;100.0;11.3;6.8;0;10;80;14.04762;79.05865;8.5;87.15596;0;100;86.55365;;57,8;24;86.39053;24.5;90.16736;51;68.55346;84;70.2509;180;55.0;230;67.14286;1400;0.0;900;25.0;;;;;;;;;;;;;;60,4;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;6.5;36.11111;2.5;1.0;0.5;2.5;;33,2;0;18.2;19.57851;7.5;46.875;2.5;3.0;1.0;1
2015;192;Upper middle income;;;;92,3;4.0;82.35294;9.0;91.45729;9.4;95.30501;4.0;82.35294;9.0;91.45729;9.4;95.30501;0.0;100.0;;68,5;18;48.0;57;91.06628;1;94.79795;6;40.0;1;1;0;0;0;4;;79,3;4;83.33333;34;93.04348;4;50.0;0;1;1;1;0;1;25.25;25;5;41.2;;;5;66.66667;15;93.30144;;;;;;;;;25,0;;;;;;0.0;0.0;;40,0 ;5.0;50;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;20.0;;;37;43.33333;18.1;100.0;11.3;6.8;0;;;;;;;;;;;57,8;24;86.39053;24.5;90.16736;51;68.55346;84;70.2509;180;55.0;230;67.14286;1400;0.0;900;25.0;6;55.55556;6;69.23077;490.0;98.25708;615.0;95.62114;21.0;68.75;28.0;61.29032;;;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;;;;;;;;33,2;0;18.1;19.50006;7.5;46.875;2.5;3.0;1.0;1
2014;192;Upper middle income;;;;92,3;4.0;82.35294;9.0;91.45729;9.6;95.1926;4.0;82.35294;9.0;91.45729;9.6;95.1926;0.0;100.0;;;18;48.0;57;91.06628;.6;97.0275;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;15;93.30144;;;;;;;;;25,0;7;70;0;0.0;7;0.0;0.0;;40,0 ;5.0;50;6.0;60;8.0;80;19.0;0;0.0;0.0;0.0;0.0;0.0;20.0;;;37;43.33333;18.4;100.0;11.6;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;494.5424;98.15812;620.7011;95.5199;21.0;68.75;28.0;61.29032;;;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;;;;;;;;33,2;0;18.2;19.6213;7.5;46.875;2.5;3.0;1.0;1
2013;192;Upper middle income;;;;92,3;4.0;82.35294;9.0;91.45729;9.5;95.26793;4.0;82.35294;9.0;91.45729;9.5;95.26793;0.0;100.0;;;18;48.0;57;91.06628;.6;97.0645;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;15;93.30144;;;;;;;;;;7;70;0;0.0;7;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;18.4;100.0;11.6;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;502.6414;97.98167;630.8663;95.3394;21.0;68.75;28.0;61.29032;;;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;;;;;;;;33,2;0;18.2;19.58474;7.5;46.875;2.5;3.0;1.0;1
2012;192;Upper middle income;;;;92,2;4.0;82.35294;9.0;91.45729;9.7;95.13803;4.0;82.35294;9.0;91.45729;9.7;95.13803;0.0;100.0;;;18;48.0;57;91.06628;.6;97.00069;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;15;93.30144;;;;;;;;;;7;70;0;0.0;7;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;18.4;100.0;11.6;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;513.5095;97.74489;644.5068;95.09719;21.0;68.75;28.0;61.29032;;;455.0;72.54098;35.0;240.0;180.0;15.0;0.3;4.4;;;;;;;;33,2;0;18.1;19.49334;7.5;46.875;2.5;3.0;1.0;1
2011;192;Upper middle income;;;;92,2;4.0;82.35294;9.0;91.45729;9.8;95.09809;4.0;82.35294;9.0;91.45729;9.8;95.09809;0.0;100.0;;;18;48.0;57;91.06628;.6;96.98107;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;27;87.55981;;;;;;;;;;7;70;0;0.0;7;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;18.4;100.0;11.6;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;520.789;97.5863;653.6434;94.93495;21.0;68.75;28.0;61.29032;;;455.0;72.54098;;;;;;;;;;;;;;32,9;0;17.7;19.01763;7.5;46.875;2.5;3.0;1.0;1
2010;192;Upper middle income;;;;92,2;4.0;82.35294;9.0;91.45729;9.9;95.02694;4.0;82.35294;9.0;91.45729;9.9;95.02694;0.0;100.0;;;18;48.0;57;91.06628;.6;96.94612;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;147;30.14354;;;;;;;;;;7;70;0;0.0;7;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;18.4;100.0;11.6;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;536.3644;97.24696;673.1921;94.58782;21.0;68.75;28.0;61.29032;;;455.0;72.54098;;;;;;;;;;;;;;32,8;0;17.3;18.66804;7.5;46.875;2.5;3.0;1.0;1
2009;192;Upper middle income;;;;76,1;8.0;58.82353;35.0;65.32663;39.8;80.09214;8.0;58.82353;35.0;65.32663;39.8;80.09214;0.0;99.99245;;;18;48.0;57;91.06628;.7;96.60715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;147;30.14354;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;18.4;100.0;11.6;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;564.1301;96.64205;708.0408;93.96902;21.0;68.75;28.0;61.29032;;;455.0;72.54098;;;;;;;;;;;;;;25,0;0;17.3;18.66804;5.0;31.25;2.0;3.0;0.0;0
2008;192;Upper middle income;;;;75,9;8.0;58.82353;35.0;65.32663;41.3;79.34824;8.0;58.82353;35.0;65.32663;41.3;79.34824;0.0;99.99208;;;18;48.0;57;91.06628;.7;96.46999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;147;30.14354;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;19.3;100.0;12.5;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;720.4672;93.23601;738.4788;93.42853;21.0;68.75;28.0;61.29032;;;455.0;72.54098;;;;;;;;;;;;;;25,5;0;18.3;19.66065;5.0;31.25;2.0;3.0;0.0;0
2007;192;Upper middle income;;;;75,3;8.0;58.82353;35.0;65.32663;45.5;77.25304;8.0;58.82353;35.0;65.32663;45.5;77.25304;0.0;99.99127;;;18;48.0;57;91.06628;.8;96.17386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;147;30.14354;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;19.3;100.0;12.5;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;1049.416;86.06938;1069.092;87.55785;24.0;62.5;28.0;61.29032;;;455.0;72.54098;;;;;;;;;;;;;;25,5;0;18.3;19.66065;5.0;31.25;2.0;3.0;0.0;0
2006;192;Upper middle income;;;;75,2;8.0;58.82353;35.0;65.32663;46.4;76.7778;8.0;58.82353;35.0;65.32663;46.4;76.7778;0.0;99.99109;;;18;48.0;57;91.06628;.8;96.10669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;147;30.14354;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;5.0;50;6.0;60;8.0;80;19.0;;;;;;;;;;37;43.33333;19.3;100.0;12.5;6.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;6;69.23077;1058.509;85.87126;1078.356;87.39335;24.0;62.5;28.0;61.29032;;;455.0;72.54098;;;;;;;;;;;;;;25,5;0;18.3;19.66065;5.0;31.25;2.0;3.0;0.0;0
2005;192;Upper middle income;;;;73,2;8.0;58.82353;42.0;58.29146;48.7;75.65072;8.0;58.82353;42.0;58.29146;48.7;75.65072;0.0;99.99066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;147;30.14354;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;455.0;72.54098;;;;;;;;;;;;;;25,5;0;18.3;19.66065;5.0;31.25;2.0;3.0;0.0;0
2004;192;Upper middle income;;;;71,3;9.0;52.94118;42.0;58.29146;52.3;73.87112;9.0;52.94118;42.0;58.29146;52.3;73.87112;0.0;99.98998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;455.0;72.54098;;;;;;;;;;;;;;25,5;0;18.3;19.66065;5.0;31.25;2.0;3.0;0.0;0
2020;193;High income;92;64,2;92;87,3;7.0;64.70588;11.5;88.94472;8.8;95.59341;7.0;64.70588;11.5;88.94472;8.8;95.59341;0.0;100.0;92;68,9;15;60.0;145.5;65.56196;7.3;63.41246;13;86.66667;2;1;2;3;1;4;26;88,3;3;100.0;38;91.30435;5;62.5;1;1;1;1;0;1;.6;4.67;1;15.5;102;61,5;9;33.33333;42.5;80.14354;23;76.66667;5;4;8;6;0;152;30,0;;;;;;92.6;0.0;162;26,0 ;3.0;30;2.0;20;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;47;82,0;18;75.0;36.2;85.75592;5;30.9;.3;No VAT;No VAT;No VAT;No VAT;13;78.89908;13.85714;56.69643;67.79776;20;97,5;.5;100.0;2.5;99.37238;0;100.0;4;98.92473;0;100.0;100;85.71429;0;100.0;50;95.83333;;;;;;;;;;;;;81;59,2;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;5.5;30.55556;1.5;1.0;1.5;1.5;106;41,1;0;50.2;54.06359;4.5;28.125;1.5;2.0;1.0;0
2019;193;High income;;64,2;;83,7;8.0;58.82353;12.5;87.9397;9.0;95.51216;8.0;58.82353;12.5;87.9397;9.0;95.51216;29.8;92.54948;;68,8;15;60.0;145.5;65.56196;7.4;62.91815;13;86.66667;2;1;2;3;1;4;;91,4;3;100.0;38;91.30435;6;75.0;2;1;1;1;0;1;.32;1.06;1;13.8;;61,5;9;33.33333;42.5;80.14354;23;76.66667;5;4;8;6;0;;30,0;;;;;;80.1;0.0;;26,0 ;3.0;30;2.0;20;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;82,2;18;75.0;35.7;86.49608;5.1;30.3;.3;No VAT;No VAT;No VAT;No VAT;13;78.89908;13.85714;56.69643;67.79776;;97,5;.5;100.0;2.5;99.37238;0;100.0;4;98.92473;0;100.0;100;85.71429;0;100.0;50;95.83333;;;;;;;;;;;;;;59,2;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;5.5;30.55556;1.5;1.0;1.5;1.5;;41,2;0;50.4;54.25689;4.5;28.125;1.5;2.0;1.0;0
2018;193;High income;;61,9;;83,6;8.0;58.82353;12.5;87.9397;9.1;95.42741;8.0;58.82353;12.5;87.9397;9.1;95.42741;30.4;92.40879;;68,7;15;60.0;145.5;65.56196;7.5;62.40258;13;86.66667;2;1;2;3;1;4;;91,4;3;100.0;38;91.30435;6;75.0;2;1;1;1;0;1;.34;1.47;1;13.7;;65,7;9;33.33333;42.5;80.14354;23;76.66667;5;4;8;6;0;;5,0;;;;;;0.0;0.0;;26,0 ;3.0;30;2.0;20;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;82,2;18;75.0;35.7;86.49608;5.1;30.3;.3;No VAT;No VAT;No VAT;No VAT;13;78.89908;13.85714;56.69643;67.79776;;97,5;.5;100.0;2.5;99.37238;0;100.0;4;98.92473;0;100.0;100;85.71429;0;100.0;50;95.83333;;;;;;;;;;;;;;59,2;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;5.5;30.55556;1.5;1.0;1.5;1.5;;39,5;0;47.2;50.83494;4.5;28.125;1.5;2.0;1.0;0
2017;193;High income;;61,9;;83,8;8.0;58.82353;12.5;87.9397;8.8;95.57862;8.0;58.82353;12.5;87.9397;8.8;95.57862;29.4;92.65982;;68,9;15;60.0;145.5;65.56196;7.3;63.32249;13;86.66667;2;1;2;3;1;4;;91,4;3;100.0;38;91.30435;6;75.0;2;1;1;1;0;1;.32;1.25;1;13.7;;65,7;9;33.33333;42.5;80.14354;23;76.66667;5;4;8;6;0;;5,0;;;;;;0.0;0.0;;26,0 ;3.0;30;2.0;20;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;82,4;18;75.0;35.2;87.23466;5.1;29.8;.3;No VAT;No VAT;No VAT;No VAT;13;78.89908;13.85714;56.69643;67.79776;;97,5;.5;100.0;2.5;99.37238;0;100.0;4;98.92473;0;100.0;100;85.71429;0;100.0;50;95.83333;;;;;;;;;;;;;;59,2;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;5.5;30.55556;1.5;1.0;1.5;1.5;;39,5;0;47.2;50.83494;4.5;28.125;1.5;2.0;1.0;0
2016;193;High income;;61,4;;83,7;8.0;58.82353;12.5;87.9397;9.0;95.51575;8.0;58.82353;12.5;87.9397;9.0;95.51575;29.8;92.55545;;65,9;15;60.0;185.5;54.03458;7.4;62.7834;13;86.66667;2;1;2;3;1;4;;91,4;3;100.0;38;91.30435;6;75.0;2;1;1;1;0;1;.42;2.18;1;16.4;;65,7;9;33.33333;42.5;80.14354;23;76.66667;5;4;8;6;0;;5,0;;;;;;0.0;0.0;;26,0 ;3.0;30;2.0;20;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;80,2;18;75.0;40.3;79.83206;10.2;29.8;.3;No VAT;No VAT;No VAT;No VAT;14.5;76.14679;13.85714;56.69643;66.42161;;97,5;.5;100.0;2.5;99.37238;0;100.0;4;98.92473;0;100.0;100;85.71429;0;100.0;50;95.83333;;;;;;;;;;;;;;59,2;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;5.5;30.55556;1.5;1.0;1.5;1.5;;39,2;0;46.6;50.18234;4.5;28.125;1.5;2.0;1.0;0
2015;193;High income;;;;77,8;8.0;58.82353;36.0;64.32161;9.0;95.48309;8.0;58.82353;36.0;64.32161;9.0;95.48309;29.5;92.61659;;65,9;15;60.0;185.5;54.03458;7.4;63.00875;13;86.66667;2;1;2;3;1;4;;91,4;3;100.0;38;91.30435;6;75.0;2;1;1;1;0;1;.49;2.65;1;16.3;;;9;33.33333;42.5;80.14354;;;;;;;;;5,0;;;;;;0.0;0.0;;26,0 ;3.0;30;2.0;20;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;;18;75.0;39.9;80.45362;10.3;29.2;.3;;;;;;;;;;;97,5;.5;100.0;2.5;99.37238;0;100.0;4;98.92473;0;100.0;100;85.71429;0;100.0;50;95.83333;4;77.77778;4;84.61538;1900.0;67.53813;1890.0;72.98104;15.0;81.25;13.0;85.48387;;;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;;;;;;;;39,1;0;46.5;50.08708;4.5;28.125;1.5;2.0;1.0;0
2014;193;High income;;;;75,2;9.0;52.94118;41.0;59.29648;8.7;95.64457;9.0;52.94118;41.0;59.29648;8.7;95.64457;28.5;92.88054;;;15;60.0;185.5;54.03458;7.2;63.98157;;;;;;;;;;;3;100.0;38;91.30435;;;;;;;;;;;;;;;9;33.33333;42.5;80.14354;;;;;;;;;5,0;2;20;0;0.0;2;0.0;0.0;;26,0 ;3.0;30;2.0;20;8.0;80;13.0;0;0.0;0.0;0.0;0.0;0.0;13.0;;;18;75.0;39.9;80.45362;10.3;29.2;.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;77.77778;4;84.61538;1900.0;67.53813;1890.0;72.98104;15.0;81.25;13.0;85.48387;;;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;;;;;;;;39,2;0;46.6;50.18234;4.5;28.125;1.5;2.0;1.0;0
2013;193;High income;;;;75,4;9.0;52.94118;41.0;59.29648;8.2;95.92479;9.0;52.94118;41.0;59.29648;8.2;95.92479;26.6;93.3386;;;13;68.0;144.5;65.85014;4.8;76.06039;;;;;;;;;;;3;100.0;38;91.30435;;;;;;;;;;;;;;;9;33.33333;42.5;80.14354;;;;;;;;;;2;20;0;0.0;2;0.0;0.0;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;18;75.0;40.1;80.1806;10.3;29.4;.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;77.77778;4;84.61538;1900.0;67.53813;1890.0;72.98104;15.0;81.25;13.0;85.48387;;;575.0;62.70492;45.0;350.0;180.0;10.5;2.9;0.5;;;;;;;;39,5;0;47.2;50.83494;4.5;28.125;1.5;2.0;1.0;0
2012;193;High income;;;;;;;;;;;;;;;;;24.5;93.88464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;28.125;1.5;2.0;1.0;0
2011;193;High income;;;;;;;;;;;;;;;;;22.8;94.30318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;28.125;1.5;2.0;1.0;0
2010;193;High income;;;;;;;;;;;;;;;;;22.8;94.30318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;28.125;1.5;2.0;1.0;0
2009;193;High income;;;;;;;;;;;;;;;;;22.0;94.49036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;28.125;1.5;2.0;1.0;0
2008;193;High income;;;;;;;;;;;;;;;;;21.0;94.75812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;28.125;1.5;2.0;1.0;0
2007;193;High income;;;;;;;;;;;;;;;;;21.3;94.67904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;28.125;1.5;2.0;1.0;0
2006;193;High income;;;;;;;;;;;;;;;;;22.2;94.44326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;30;2.0;20;8.0;80;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;6.25;1.0;0.0;0.0;0
