year;country_id;income_group;ease_of_doing_business_rank;ease_of_doing_business_score;rank_starting_a_business;score_starting_a_business;procedures___men;score_procedures___men;time___men;score_time___men;cost___men;score_cost___men;procedures___women;score_procedures___women;time___women;score_time___women;cost___women;score_cost___women;paid_in_minimum_capital;score_paid_in_minimum_capital;rank_dealing_with_construction_permits;score_dealing_with_construction_permits;procedures;score_procedures;time;score_time;cost;score_cost;building_quality_control_index;score_building_quality_control_index;quality_of_building_regulations_index;quality_control_before_construction_index;quality_control_during_construction_index;quality_control_after_construction_index;liability_and_insurance_regimes_index;professional_certifications_index;rank_getting_electricity;score_getting_electricity;procedures_.1;score_procedures_.1;time_.1;score_time_.1;reliability_of_supply_and_transparency_of_tariff_index;score_reliability_of_supply_and_transparency_of_tariff_index;total_duration_and_frequency_of_outages_per_customer_a_year;mechanisms_for_monitoring_outages;mechanisms_for_restoring_service;regulatory_monitoring;financial_deterrents_aimed_at_limiting_outages;communication_of_tariffs_and_tariff_changes;system_average_interruption_duration_index;system_average_interruption_frequency_index;minimum_outage_time;price_of_electricity;rank_registering_property;score_registering_property;procedures_.2;score_procedures_.2;time_.2;score_time_.2;quality_of_land_administration_index;score_quality_of_land_administration_index;reliability_of_infrastructure_index;transparency_of_information_index;geographic_coverage_index;land_dispute_resolution_index;equal_access_to_property_rights_index;rank_getting_credit;score_getting_credit;strength_of_legal_rights_index;score_strength_of_legal_rights_index;depth_of_credit_information_index;score_depth_of_credit_information_index;getting_credit_total_score;credit_registry_coverage;credit_bureau_coverage;rank_protecting_minority_investors;score_protecting_minority_investors;extent_of_disclosure_index;score_extent_of_disclosure_index;extent_of_director_liability_index;score_extent_of_director_liability_index;ease_of_shareholder_suits_index;score_ease_of_shareholder_suits_index;strength_of_investor_protection_index;extent_of_shareholder_rights_index;score_extent_of_shareholder_rights_index;extent_of_ownership_and_control_index;score_extent_of_ownership_and_control_index;extent_of_corporate_transparency_index;score_extent_of_corporate_transparency_index;strength_of_minority_investor_protection_index;rank_paying_taxes;score_paying_taxes;payments;score_payments;total_tax_and_contribution_rate;score_total_tax_and_contribution_rate;profit_tax;labor_tax_and_contributions;other_taxes;time_to_comply_with_vat_refund;score_time_to_comply_with_vat_refund;time_to_obtain_vat_refund;score_time_to_obtain_vat_refund;time_to_comply_with_a_corporate_income_tax_correction;score_time_to_comply_with_a_corporate_income_tax_correction;time_to_complete_a_corporate_income_tax_correction;score_time_to_complete_a_corporate_income_tax_correction;score_postfiling_index;rank_trading_across_borders;score_trading_across_borders;time_to_export:_documentary_compliance;score_time_to_export:_documentary_compliance;time_to_import:_documentary_compliance;score_time_to_import:_documentary_compliance;time_to_export:_border_compliance;score_time_to_export:_border_compliance;time_to_import:_border_compliance;score_time_to_import:_border_compliance;cost_to_export:_documentary_compliance;score_cost_to_export:_documentary_compliance;cost_to_import:_documentary_compliance;score_cost_to_import:_documentary_compliance;cost_to_export:_border_compliance;score_cost_to_export:_border_compliance;cost_to_import:_border_compliance;score_cost_to_import:_border_compliance;documents_to_export;score_documents_to_export;documents_to_import;score_documents_to_import;cost_to_export;score_cost_to_export;cost_to_import;score_cost_to_import;time_to_export;score_time_to_export;time_to_import;score_time_to_import;rank_enforcing_contracts;score_enforcing_contracts;time_.3;score_time_.3;filing_and_service;trial_and_judgment;enforcement_of_judgment;attorney_fees;court_fees;enforcement_fees;quality_of_judicial_processes_index;score_quality_of_judicial_processes_index;court_structure_and_proceedings;case_management;court_automation;alternative_dispute_resolution;rank_resolving_insolvency;score_resolving_insolvency;outcome;recovery_rate;score_recovery_rate;strength_of_insolvency_framework_index;score_strength_of_insolvency_framework_index;commencement_of_proceedings_index;management_of_debtors_assets_index;reorganization_proceedings_index;creditor_participation_index
2014;183;Upper middle income;;;;87,3;7.0;64.70588;15.0;85.42714;1.5;99.24697;7.0;64.70588;15.0;85.42714;1.5;99.24697;1.2;99.70353;;;23;28.0;271;29.39481;2;90.01284;;;;;;;;;;;4;83.33333;162;37.3913;;;;;;;;;;;;;;;5;66.66667;25.5;88.27751;;;;;;;;;55,0;5;50;5;83.33333;10;0.0;59.2;;56,0 ;6.0;60;2.0;20;6.0;60;14.0;4;66.66667;4.0;57.14286;5.0;71.42857;28.0;;;9;90.0;48.8;67.16607;8.5;35.2;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;10;38.46154;2753.231;48.9492;2958.539;54.00704;22.0;66.66667;21.0;72.58065;;;270.0;87.70492;30.0;160.0;80.0;10.0;5.0;0.0;;;;;;;;59,0;0;42.8;46.12166;11.5;71.875;2.5;5.0;1.0;3
2013;183;Upper middle income;;;;84,9;8.0;58.82353;18.0;82.41206;2.3;98.85848;8.0;58.82353;18.0;82.41206;2.3;98.85848;1.4;99.65372;;;27;12.0;287;24.78386;2.8;86.17804;;;;;;;;;;;10;0.0;281;0.0;;;;;;;;;;;;;;;6;58.33333;44;79.42584;;;;;;;;;;5;50;5;83.33333;10;0.0;45.4;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;9;90.0;54.1;58.91628;7.1;41.2;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;11;30.76923;2963.107;44.37676;3174.349;50.17492;24.0;62.5;23.0;69.35484;;;270.0;87.70492;30.0;160.0;80.0;10.0;5.0;0.0;;;;;;;;59,3;0;43.4;46.66901;11.5;71.875;2.5;5.0;1.0;3
2012;183;Upper middle income;;;;82,1;8.0;58.82353;29.0;71.35678;2.7;98.67474;8.0;58.82353;29.0;71.35678;2.7;98.67474;1.6;99.5924;;;35;0.0;438;0.0;3.9;80.56167;;;;;;;;;;;10;0.0;281;0.0;;;;;;;;;;;;;;;6;58.33333;43;79.90431;;;;;;;;;;5;50;5;83.33333;10;0.0;35.8;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;9;90.0;46.9;70.07397;8.9;32.1;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;11;30.76923;3179.436;39.6637;3291.574;48.09336;24.0;62.5;23.0;69.35484;;;281.0;86.80328;41.0;160.0;80.0;10.0;3.4;0.0;;;;;;;;58,3;0;41.5;44.7011;11.5;71.875;2.5;5.0;1.0;3
2011;183;Upper middle income;;;;82,1;8.0;58.82353;29.0;71.35678;3.0;98.49291;8.0;58.82353;29.0;71.35678;3.0;98.49291;1.9;99.53229;;;35;0.0;498;0.0;4.5;77.69527;;;;;;;;;;;10;0.0;281;0.0;;;;;;;;;;;;;;;7;50.0;43;79.90431;;;;;;;;;;5;50;5;83.33333;10;0.0;14.4;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;8;91.66667;46.5;70.59754;9;31.8;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11.11111;12;23.07692;3705.824;28.19556;3833.871;38.46384;24.0;62.5;23.0;69.35484;;;281.0;86.80328;;;;;;;;;;;;;;57,1;0;39.3;42.33853;11.5;71.875;2.5;5.0;1.0;3
2010;183;Upper middle income;;;;82,2;8.0;58.82353;29.0;71.35678;2.2;98.90891;8.0;58.82353;29.0;71.35678;2.2;98.90891;1.8;99.55038;;;45;0.0;610;0.0;4.5;77.34306;;;;;;;;;;;10;0.0;281;0.0;;;;;;;;;;;;;;;7;50.0;43;79.90431;;;;;;;;;;5;50;5;83.33333;10;0.0;14.3;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;8;91.66667;48.3;67.85733;10.9;31.8;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11.11111;12;23.07692;3195.85;39.30609;3326.45;47.47408;24.0;62.5;23.0;69.35484;;;281.0;86.80328;;;;;;;;;;;;;;58,3;0;41.6;44.77112;11.5;71.875;2.5;5.0;1.0;3
2009;183;Upper middle income;;;;82,0;8.0;58.82353;29.0;71.35678;3.4;98.30655;8.0;58.82353;29.0;71.35678;3.4;98.30655;2.2;99.45035;;;47;0.0;676;0.0;5.6;71.97291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;52;75.59809;;;;;;;;;;5;50;4;66.66667;9;0.0;10.0;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;8;91.66667;48.3;67.85733;10.9;31.8;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11.11111;12;23.07692;3769.816;26.80138;3923.871;36.8657;24.0;62.5;23.0;69.35484;;;281.0;86.80328;;;;;;;;;;;;;;58,3;0;41.6;44.77112;11.5;71.875;2.5;5.0;1.0;3
2008;183;Upper middle income;;;;81,7;8.0;58.82353;29.0;71.35678;4.9;97.57271;8.0;58.82353;29.0;71.35678;4.9;97.57271;3.2;99.20303;;;47;0.0;676;0.0;8.2;59.2274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;52;75.59809;;;;;;;;;;5;50;0;0.0;5;0.0;4.4;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;8;91.66667;51.2;63.43122;14.1;31.8;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11.11111;12;23.07692;3300.167;37.03341;3475.488;44.82762;24.0;62.5;23.0;69.35484;;;281.0;86.80328;;;;;;;;;;;;;;58,7;0;42.2;45.45264;11.5;71.875;2.5;5.0;1.0;3
2007;183;Upper middle income;;;;81,7;8.0;58.82353;29.0;71.35678;5.3;97.35301;8.0;58.82353;29.0;71.35678;5.3;97.35301;3.4;99.15049;;;48;0.0;685;0.0;9.2;54.00051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;52;75.59809;;;;;;;;;;5;50;0;0.0;5;0.0;0.0;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;8;91.66667;51.2;63.49853;14.1;31.8;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11.11111;12;23.07692;4097.747;19.65692;4002.727;35.46546;24.0;62.5;23.0;69.35484;;;281.0;86.80328;;;;;;;;;;;;;;58,5;0;42.0;45.2055;11.5;71.875;2.5;5.0;1.0;3
2006;183;Upper middle income;;;;81,3;8.0;58.82353;29.0;71.35678;7.5;96.24302;8.0;58.82353;29.0;71.35678;7.5;96.24302;4.4;98.90885;;;50;0.0;687;0.0;11.8;40.91602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;52;75.59809;;;;;;;;;;5;50;0;0.0;5;0.0;0.0;;;6.0;60;2.0;20;6.0;60;14.0;;;;;;;;;;12;85.0;60;49.40711;11.3;42.7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;11.11111;12;23.07692;4888.86;2.42135;4775.495;21.74346;24.0;62.5;23.0;69.35484;;;281.0;86.80328;;;;;;;;;;;;;;58,1;0;41.1;44.23684;11.5;71.875;2.5;5.0;1.0;3
2005;183;Upper middle income;;;;79,3;9.0;52.94118;30.0;70.35176;9.4;95.28444;9.0;52.94118;30.0;70.35176;9.4;95.28444;5.6;98.6104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;52;75.59809;;;;;;;;;;5;50;0;0.0;5;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281.0;86.80328;;;;;;;;;;;;;;57,4;0;40.0;43.01201;11.5;71.875;2.5;5.0;1.0;3
2004;183;Upper middle income;;;;69,7;13.0;29.41176;43.0;57.28643;12.3;93.85844;13.0;29.41176;43.0;57.28643;12.3;93.85844;6.8;98.30784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281.0;86.80328;;;;;;;;;;;;;;56,9;0;38.9;41.87391;11.5;71.875;2.5;5.0;1.0;3
2020;184;Low income;38;76,5;34;93,2;5.0;76.47059;4.0;96.48241;0.0;100.0;5.0;76.47059;4.0;96.48241;0.0;100.0;0.0;100.0;81;70,6;15;60.0;97;79.5389;11.4;43.01454;15;100.0;2;1;3;3;2;4;60;82,3;4;83.33333;30;94.78261;6;75.0;1;1;1;1;1;1;2.8;10.4;5;13.7;3;93,7;3;83.33333;7;97.12919;28.5;95.0;8;4.5;8;8;0;4;95,0;;;;;;10.4;15.8;114;44,0 ;8.0;80;9.0;90;;;;0;0.0;0.0;0.0;0.0;0.0;22.0;37;84,6;9;90.0;33.2;90.0435;25.7;6;1.5;9;82;39.16667;30.56628;19;67.88991;7;78.125;64.6453;88;75,0;30;82.84024;48;80.33473;83.33333;48.21803;73.5;74.01434;110;72.5;121.0714;82.70408;183.3333;82.7044;282.1429;76.4881;;;;;;;;;;;;;32;69,1;230.0;90.98361;20.0;120.0;90.0;28.0;13.3;23.3;16.0;88.88889;4.5;5.0;4.0;2.5;62;57,2;0;19.3;20.74242;15.0;93.75;3.0;5.0;3.0;4
2019;184;Low income;;75,4;;90,2;5.0;76.47059;4.0;96.48241;24.7;87.66238;5.0;76.47059;4.0;96.48241;24.7;87.66238;0.0;100.0;;67,0;15;60.0;113;74.92795;12;39.79165;14;93.33333;2;1;3;3;1;4;;78,7;4;83.33333;30;94.78261;5;62.5;0;1;1;1;1;1;13.95;21.06;5;13.9;;93,7;3;83.33333;7;97.12919;28.5;95.0;8;4.5;8;8;0;;95,0;;;;;;9.2;20.1;;44,0 ;8.0;80;9.0;90;;;;0;0.0;0.0;0.0;0.0;0.0;22.0;;84,1;9;90.0;33.2;90.0435;25.7;6;1.5;9;82;41.16667;26.70528;19;67.88991;7;78.125;63.68005;;75,0;30;82.84024;48;80.33473;83.33333;48.21803;73.5;74.01434;110;72.5;121.0714;82.70408;183.3333;82.7044;282.1429;76.4881;;;;;;;;;;;;;;68,8;230.0;90.98361;20.0;120.0;90.0;28.0;14.0;23.3;16.0;88.88889;4.5;5.0;4.0;2.5;;57,2;0;19.2;20.64491;15.0;93.75;3.0;5.0;3.0;4
2018;184;Low income;;71,1;;87,7;5.0;76.47059;4.0;96.48241;44.6;77.69773;5.0;76.47059;4.0;96.48241;44.6;77.69773;0.0;100.0;;65,6;15;60.0;113;74.92795;13.2;33.97801;14;93.33333;2;1;3;3;1;4;;60,7;4;83.33333;34;93.04348;0;0.0;0;1;1;1;1;1;..;..;10;16.4;;93,3;3;83.33333;7;97.12919;28;93.33333;8;4.5;8;7.5;0;;90,0;;;;;;8.2;19.5;;44,0 ;8.0;80;9.0;90;;;;0;0.0;0.0;0.0;0.0;0.0;22.0;;84,2;9;90.0;33.2;90.08111;25.7;5.9;1.5;9;82;41.16667;26.70528;19;67.88991;7;78.125;63.68005;;72,4;42;75.73964;48;80.33473;97.33333;39.413;85.66667;69.65352;110;72.5;121.0714;82.70408;183.3333;82.7044;282.1429;76.4881;;;;;;;;;;;;;;65,1;230.0;90.98361;20.0;120.0;90.0;28.0;14.0;23.3;14.0;77.77778;3.0;4.5;4.0;2.5;;47,8;0;19.1;20.58658;12.0;75.0;3.0;6.0;0.0;3
2017;184;Low income;;69,0;;87,2;5.0;76.47059;4.0;96.48241;48.5;75.72902;5.0;76.47059;4.0;96.48241;48.5;75.72902;0.0;100.0;;62,8;15;60.0;113;74.92795;14.1;29.66324;13;86.66667;2;1;2;3;1;4;;60,7;4;83.33333;34;93.04348;0;0.0;0;1;1;1;1;1;..;..;10;17.9;;92,7;3;83.33333;12;94.73684;28;93.33333;8;4.5;8;7.5;0;;90,0;;;;;;7.4;16.6;;38,0 ;7.0;70;9.0;90;;;;0;0.0;0.0;0.0;0.0;0.0;19.0;;74,8;29;56.66667;33;90.37933;25.8;5.6;1.5;9;82;41.16667;26.70528;19;67.88991;7;78.125;63.68005;;72,4;42;75.73964;48;80.33473;97.33333;39.413;85.66667;69.65352;110;72.5;121.0714;82.70408;183.3333;82.7044;282.1429;76.4881;;;;;;;;;;;;;;63,3;230.0;90.98361;20.0;120.0;90.0;28.0;14.0;23.3;13.0;72.22222;3.0;4.5;3.0;2.5;;47,9;0;19.2;20.70552;12.0;75.0;3.0;6.0;0.0;3
2016;184;Low income;;67,1;;82,9;7.0;64.70588;6.0;94.47236;55.0;72.50136;7.0;64.70588;6.0;94.47236;55.0;72.50136;0.0;100.0;;66,2;14;64.0;107;76.65706;8.5;57.66891;10;66.66667;1;1;2;2;1;3;;60,0;4;83.33333;34;93.04348;0;0.0;0;1;1;1;0;1;..;..;10;18.8;;87,8;3;83.33333;32;85.16746;25;83.33333;8;1.5;8;7.5;0;;90,0;;;;;;5.4;18.8;;38,0 ;7.0;70;9.0;90;;;;0;0.0;0.0;0.0;0.0;0.0;19.0;;77,0;25;63.33333;33;90.37933;25.8;5.6;1.5;9;82;41.16667;26.70528;19;67.88991;7;78.125;63.68005;;61,1;42;75.73964;48;80.33473;97.33333;39.413;293.7952;0.0;110;72.5;121.0714;82.70408;183.3333;82.7044;530.3571;55.80357;;;;;;;;;;;;;;59,6;230.0;90.98361;20.0;120.0;90.0;28.0;14.0;23.3;11.0;61.11111;3.0;2.5;3.0;2.5;;47,8;0;19.2;20.63052;12.0;75.0;3.0;6.0;0.0;3
2015;184;Low income;;;;80,6;8.0;58.82353;7.0;93.46734;59.8;70.10375;8.0;58.82353;7.0;93.46734;59.8;70.10375;0.0;100.0;;65,6;14;64.0;107;76.65706;9;55.14844;10;66.66667;1;1;2;2;1;3;;59,6;4;83.33333;34;93.04348;0;0.0;0;1;1;1;0;1;..;..;10;19.5;;;3;83.33333;32;85.16746;;;;;;;;;85,0;;;;;;2.4;15.7;;38,0 ;7.0;70;9.0;90;;;;0;0.0;0.0;0.0;0.0;0.0;19.0;;;25;63.33333;33;90.37933;25.8;5.6;1.5;;;;;;;;;;;75,3;42;75.73964;48;80.33473;97.33333;39.413;21.79524;92.54651;110;72.5;121.0714;82.70408;183.3333;82.7044;285.3571;76.22024;7;44.44444;9;46.15385;3245.0;38.23529;4990.0;17.93451;26.0;58.33333;27.0;62.90323;;;230.0;90.98361;20.0;120.0;90.0;28.0;14.0;23.3;;;;;;;;41,8;0;19.5;21.03197;10.0;62.5;3.0;4.0;0.0;3
2014;184;Low income;;;;85,7;7.0;64.70588;7.0;93.46734;30.8;84.6197;7.0;64.70588;7.0;93.46734;30.8;84.6197;0.0;100.0;;;14;64.0;117;73.77522;14.9;25.62265;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;3;83.33333;32;85.16746;;;;;;;;;80,0;8;80;6;100.0;14;2.1;13.0;;38,0 ;7.0;70;9.0;90;4.0;40;20.0;0;0.0;0.0;0.0;0.0;0.0;19.0;;;25;63.33333;33;90.37933;25.8;5.6;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;9;46.15385;2270.406;59.46829;3491.317;44.54654;26.0;58.33333;30.0;58.06452;;;230.0;90.98361;20.0;120.0;90.0;45.4;10.0;23.3;;;;;;;;41,5;0;19.0;20.49909;10.0;62.5;3.0;4.0;0.0;3
2013;184;Low income;;;;85,5;7.0;64.70588;8.0;92.46231;30.2;84.89398;7.0;64.70588;8.0;92.46231;30.2;84.89398;0.0;100.0;;;11;76.0;163;60.51873;9.6;52.08188;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;45;78.94737;;;;;;;;;;7;70;6;100.0;13;2.0;7.1;;;7.0;70;9.0;90;3.0;30;19.0;;;;;;;;;;17;76.66667;34.5;88.25589;25.2;5.6;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;9;46.15385;2405.182;56.53197;3698.57;40.86636;29.0;52.08333;31.0;56.45161;;;230.0;90.98361;20.0;120.0;90.0;45.4;10.0;23.3;;;;;;;;32,9;0;3.1;3.38904;10.0;62.5;3.0;4.0;0.0;3
2012;184;Low income;;;;90,4;6.0;70.58824;7.0;93.46734;4.7;97.63193;6.0;70.58824;7.0;93.46734;4.7;97.63193;0.0;100.0;;;11;76.0;163;60.51873;10.5;47.73911;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;5;66.66667;47;77.99043;;;;;;;;;;7;70;0;0.0;7;1.4;2.2;;;7.0;70;9.0;90;3.0;30;19.0;;;;;;;;;;17;76.66667;34.7;87.90095;25.1;5.7;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;9;46.15385;2608.169;52.1096;3973.974;35.97603;29.0;52.08333;31.0;56.45161;;;230.0;90.98361;20.0;120.0;90.0;45.4;10.0;23.3;;;;;;;;33,0;0;3.2;3.4481;10.0;62.5;3.0;4.0;0.0;3
2011;184;Low income;;;;89,9;6.0;70.58824;7.0;93.46734;8.8;95.57612;6.0;70.58824;7.0;93.46734;8.8;95.57612;0.0;100.0;;;11;76.0;163;60.51873;11.5;42.6305;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;4;75.0;75;64.5933;;;;;;;;;;7;70;0;0.0;7;0.7;0.0;;;7.0;70;9.0;90;3.0;30;19.0;;;;;;;;;;25;63.33333;34.7;87.90095;25.1;5.7;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;9;46.15385;2672.837;50.70073;4072.505;34.22641;35.0;39.58333;34.0;51.6129;;;230.0;90.98361;;;;;;;;;;;;;;33,0;0;3.2;3.4687;10.0;62.5;3.0;4.0;0.0;3
2010;184;Low income;;;;89,8;6.0;70.58824;7.0;93.46734;10.1;94.97243;6.0;70.58824;7.0;93.46734;10.1;94.97243;0.0;100.0;;;11;76.0;178;56.19597;13.9;30.74851;;;;;;;;;;;4;83.33333;34;93.04348;;;;;;;;;;;;;;;4;75.0;80;62.20096;;;;;;;;;;7;70;0;0.0;7;0.4;0.0;;;7.0;70;9.0;90;3.0;30;19.0;;;;;;;;;;25;63.33333;34.7;87.90095;25.1;5.7;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;10;38.46154;2914.505;45.43562;4440.727;27.68793;38.0;33.33333;35.0;50.0;;;260.0;88.52459;;;;;;;;;;;;;;33,0;0;3.2;3.46151;10.0;62.5;3.0;4.0;0.0;3
2009;184;Low income;;;;72,7;8.0;58.82353;14.0;86.43216;108.9;45.52771;8.0;58.82353;14.0;86.43216;108.9;45.52771;0.0;100.0;;;11;76.0;178;56.19597;17.8;11.13349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;75.0;315;0.0;;;;;;;;;;2;20;0;0.0;2;0.3;0.0;;;2.0;20;5.0;50;1.0;10;8.0;;;;;;;;;;25;63.33333;37.1;84.54599;23.9;5.7;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;11;30.76923;3304.076;36.94824;5034.302;17.14785;42.0;25.0;42.0;38.70968;;;310.0;84.42623;;;;;;;;;;;;;;17,4;0;3.2;3.46151;5.0;31.25;2.0;2.0;0.0;1
2008;184;Low income;;;;62,9;9.0;52.94118;16.0;84.42211;171.5;14.22936;9.0;52.94118;16.0;84.42211;171.5;14.22936;0.0;100.0;;;13;68.0;224;42.93948;23.4;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;370;0.0;;;;;;;;;;2;20;0;0.0;2;0.2;0.0;;;2.0;20;5.0;50;1.0;10;8.0;;;;;;;;;;25;63.33333;37.2;84.38002;24;5.7;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;10;38.46154;3321.614;36.56615;5459.728;9.59358;47.0;14.58333;69.0;0.0;;;310.0;84.42623;;;;;;;;;;;;;;17,4;0;3.2;3.46959;5.0;31.25;2.0;2.0;0.0;1
2007;184;Low income;;;;60,8;9.0;52.94118;16.0;84.42211;188.3;5.85196;9.0;52.94118;16.0;84.42211;188.3;5.85196;0.0;100.0;;;13;68.0;278;27.37752;24.7;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;370;0.0;;;;;;;;;;2;20;0;0.0;2;0.2;0.0;;;2.0;20;5.0;50;1.0;10;8.0;;;;;;;;;;25;63.33333;41.2;78.55707;28;5.7;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;0.0;21;0.0;4708.265;6.35588;4904.443;19.45374;60.0;0.0;95.0;0.0;;;310.0;84.42623;;;;;;;;;;;;;;17,3;0;3.2;3.44098;5.0;31.25;2.0;2.0;0.0;1
2006;184;Low income;;;;58,8;9.0;52.94118;18.0;82.41206;200.1;0.0;9.0;52.94118;18.0;82.41206;200.1;0.0;0.0;100.0;;;13;68.0;278;27.37752;26.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;370;0.0;;;;;;;;;;2;20;0;0.0;2;0.1;0.0;;;2.0;20;5.0;50;1.0;10;8.0;;;;;;;;;;25;63.33333;41.2;78.55707;28;5.7;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;0.0;21;0.0;5154.342;0.0;5369.106;11.20275;60.0;0.0;95.0;0.0;;;310.0;84.42623;;;;;;;;;;;;;;17,3;0;3.2;3.40565;5.0;31.25;2.0;2.0;0.0;1
2005;184;Low income;;;;58,8;9.0;52.94118;18.0;82.41206;223.6;0.0;9.0;52.94118;18.0;82.41206;223.6;0.0;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;370;0.0;;;;;;;;;;2;20;0;0.0;2;0.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;395.0;77.45902;;;;;;;;;;;;;;17,3;0;3.1;3.35614;5.0;31.25;2.0;2.0;0.0;1
2004;184;Low income;;;;58,8;9.0;52.94118;18.0;82.41206;235.3;0.0;9.0;52.94118;18.0;82.41206;235.3;0.0;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;395.0;77.45902;;;;;;;;;;;;;;17,3;0;3.2;3.41532;5.0;31.25;2.0;2.0;0.0;1
2020;192;Upper middle income;98;62,1;46;92,6;4.0;82.35294;9.0;91.45729;6.9;96.55411;4.0;82.35294;9.0;91.45729;6.9;96.55411;0.0;100.0;94;68,8;18;48.0;57;91.06628;.8;96.18195;6;40.0;1;1;0;0;0;4;72;79,7;4;83.33333;34;93.04348;4;50.0;0;1;1;1;0;1;35.88;15.77;5;38.5;68;69,1;5;66.66667;15;93.30144;12.5;41.66667;6;1.5;0;5;0;119;45,0;;;;;;0.0;0.0;128;40,0 ;5.0;50;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;20.0;82;75,7;37;43.33333;19.3;100.0;10.9;8.5;0;10;80;14.04762;79.05865;8.5;87.15596;0;100;86.55365;154;57,8;24;86.39053;24.5;90.16736;51;68.55346;84;70.2509;180;55.0;230;67.14286;1400;0.0;900;25.0;;;;;;;;;;;;;86;58,6;455.0;72.54098;35.0;240.0;180.0;15.0;5.0;4.4;5.5;30.55556;2.5;0.0;0.5;2.5;140;33,4;0;18.5;19.9504;7.5;46.875;2.5;3.0;1.0;1
